user_id,recomendations
505,"[1082185, 6534178, 1029743, 995242, 883404]"
506,"[1082185, 6534178, 995242, 951590, 1065593]"
507,"[1082185, 6534178, 951590, 6533889, 1126899]"
508,"[883404, 1133018, 1132770, 840361, 999971]"
509,"[1022254, 908531, 820165, 826249, 1005186]"
510,"[1082185, 6534178, 862349, 1070820, 901062]"
511,"[995242, 1029743, 6534178, 908531, 6533765]"
512,"[938700, 1106523, 1133018, 923746, 951590]"
513,"[981760, 844179, 1132771, 860776, 5569471]"
514,"[1082185, 820165, 961554, 866211, 878996]"
515,"[1082185, 1106523, 1133018, 8090521, 849843]"
516,"[1082185, 995242, 1126899, 1050229, 1053690]"
517,"[6534178, 849843, 1058997, 840361, 1126899]"
518,"[995242, 883404, 1092026, 5978656, 1075368]"
519,"[1029743, 995242, 981760, 903325, 5978656]"
520,"[8090537, 883404, 1133018, 1106523, 981760]"
521,"[1082185, 1106523, 1126899, 860776, 1053690]"
522,"[1082185, 6534178, 1029743, 995242, 883404]"
523,"[1082185, 6534178, 995242, 1029743, 5978656]"
524,"[1082185, 923746, 1133018, 1106523, 995785]"
525,"[995785, 981760, 1101010, 1026118, 1040807]"
526,"[6534178, 1029743, 995242, 8090521, 5569230]"
527,"[1101010, 933835, 883932, 901062, 1119051]"
528,"[1058997, 1133018, 1070820, 914190, 1028816]"
529,"[1082185, 1058997, 962229, 1126899, 1033615]"
530,"[979707, 862349, 976199, 1070820, 860776]"
531,"[1029743, 995242, 5569230, 5568378, 981760]"
532,"[883404, 965766, 981760, 826249, 908846]"
533,"[995242, 899624, 883404, 857849, 1096036]"
534,"[995242, 6534178, 849843, 6533765, 927191]"
535,"[1029743, 995242, 899624, 1106523, 1038217]"
536,"[1029743, 883404, 5569230, 5568378, 1005186]"
537,"[8090537, 1058997, 981760, 840361, 1126899]"
538,"[1082185, 862349, 1070820, 5568378, 903325]"
539,"[1082185, 6534178, 923746, 833025, 1058997]"
540,"[1082185, 6534178, 995785, 962568, 860776]"
541,"[899624, 1106523, 5569327, 5569471, 981760]"
542,"[995242, 6534178, 1133018, 849843, 1106523]"
543,"[995242, 8090537, 8090521, 908531, 5978656]"
544,"[1058997, 908531, 1126899, 1051516, 866211]"
545,"[1082185, 995785, 840361, 6034857, 986912]"
546,"[6534178, 8090537, 845208, 5569230, 890610]"
547,"[951590, 962229, 5568378, 5569327, 882441]"
548,"[1082185, 995242, 923746, 862349, 981760]"
549,"[1029743, 833025, 5585510, 826249, 986912]"
550,"[1082185, 995242, 899624, 849843, 862349]"
551,"[1029743, 995242, 862349, 1058997, 833025]"
552,"[899624, 883404, 1133018, 1106523, 1132770]"
553,"[995242, 1029743, 951590, 981760, 962568]"
554,"[1082185, 8090537, 883404, 862349, 1106523]"
555,"[1082185, 6534178, 1029743, 857849, 1106523]"
556,"[6534178, 1029743, 883404, 833025, 995785]"
557,"[1058997, 1133018, 5569230, 1126899, 5569471]"
558,"[1106523, 995785, 951590, 994928, 883932]"
559,"[1133018, 1106523, 845208, 995785, 1096036]"
560,"[1082185, 6534178, 995242, 1029743, 981760]"
561,"[862349, 923746, 1133018, 1058997, 981760]"
562,"[1029743, 995242, 8090521, 824005, 1005186]"
563,"[6534178, 1029743, 8090521, 908531, 1075368]"
564,"[862349, 1058997, 995785, 824005, 840361]"
565,"[923746, 1106523, 1041259, 1026118, 834484]"
566,"[1029743, 6534178, 849843, 1101010, 826249]"
567,"[1133018, 1106523, 6533765, 844179, 5568378]"
568,"[1133018, 1106523, 951590, 999971, 5585510]"
569,"[1082185, 1029743, 1070820, 1041259, 860776]"
570,"[1029743, 995242, 874972, 862349, 5569230]"
571,"[1082185, 1070820, 820165, 999971, 961554]"
572,"[1082185, 6534178, 1029743, 995242, 883404]"
573,"[1029743, 8090537, 6534178, 8090521, 1106523]"
574,"[1082185, 995242, 1029743, 951590, 5978656]"
575,"[1082185, 6534178, 5569230, 1133018, 883404]"
576,"[1082185, 862349, 1005186, 903325, 1051516]"
577,"[1082185, 951590, 1056509, 1070820, 5569471]"
578,"[995242, 8090521, 6533889, 862349, 824005]"
579,"[995242, 5569230, 908531, 903325, 961554]"
580,"[995242, 1003188, 940947, 1056509, 981760]"
581,"[1058997, 1070820, 5569230, 908531, 5569471]"
582,"[6534178, 5569230, 903325, 862349, 5568378]"
583,"[995242, 883404, 8090521, 5569230, 1056509]"
584,"[1029743, 6534178, 995242, 1106523, 5569230]"
585,"[923746, 1058997, 1126899, 1053690, 1005186]"
586,"[6534178, 1029743, 995242, 8090521, 5569230]"
587,"[1082185, 6534178, 1133018, 1106523, 951590]"
588,"[6534178, 951590, 1133018, 1106523, 961554]"
589,"[1133018, 1106523, 5569230, 1056509, 1053690]"
590,"[1106523, 923746, 951590, 965766, 1065593]"
591,"[1106523, 981760, 860776, 826249, 5569230]"
592,"[1082185, 862349, 1070820, 5569230, 5978656]"
593,"[1133018, 1106523, 1092026, 882441, 5592931]"
594,"[6534178, 995242, 8090537, 1133018, 1106523]"
595,"[1029743, 883404, 1106523, 1071939, 860776]"
596,"[8090537, 951590, 8090521, 1106523, 845208]"
597,"[1082185, 995242, 1058997, 849843, 1126899]"
598,"[6534178, 923746, 981760, 1106523, 1133018]"
599,"[940947, 923746, 995785, 1038217, 844179]"
600,"[995242, 1029743, 6534178, 951590, 5978656]"
601,"[1082185, 6534178, 883404, 1058997, 908531]"
602,"[6534178, 1029743, 883404, 849843, 1132770]"
603,"[6534178, 1133018, 1106523, 951590, 5592931]"
604,"[1082185, 862349, 1070820, 883932, 909714]"
605,"[6534178, 1003188, 1133018, 1106523, 1058997]"
606,"[995242, 1029743, 5569230, 840361, 845208]"
607,"[1029743, 6534178, 995242, 883404, 849843]"
608,"[1082185, 923746, 981760, 1133018, 1106523]"
609,"[6534178, 849843, 1133018, 5569230, 908531]"
610,"[883404, 1132770, 860776, 1117514, 878996]"
611,"[1029743, 1013321, 1003188, 938700, 953476]"
612,"[995242, 1029743, 6534178, 883404, 8090537]"
613,"[1133018, 951590, 5569230, 845208, 995785]"
614,"[1082185, 995242, 1029743, 840361, 961554]"
615,"[6534178, 995242, 824005, 961554, 1137688]"
616,"[1082185, 6534178, 1029743, 995242, 883404]"
617,"[979707, 995785, 860776, 1126899, 1070820]"
618,"[6534178, 1133018, 1106523, 8090521, 951590]"
619,"[1082185, 6534178, 899624, 938700, 962568]"
620,"[6534178, 1058997, 849843, 1028816, 903325]"
621,"[981760, 940947, 844179, 1101010, 1132771]"
622,"[883404, 1106523, 965766, 826249, 1005186]"
623,"[995242, 1029743, 6534178, 908531, 1101010]"
624,"[6534178, 8090521, 1133018, 1106523, 844179]"
625,"[995242, 951590, 862349, 860776, 866211]"
626,"[923746, 849843, 951590, 1096036, 882441]"
627,"[923746, 1106523, 1070820, 840361, 908846]"
628,"[1029743, 8090537, 8090521, 951590, 5569230]"
629,"[1082185, 995242, 6533889, 995785, 1038217]"
630,"[1082185, 6534178, 962568, 1133018, 862349]"
631,"[1082185, 6534178, 995242, 981760, 1038217]"
632,"[1029743, 995242, 6534178, 981760, 995785]"
633,"[1082185, 995242, 6534178, 8090537, 1133018]"
634,"[862349, 1058997, 908531, 914190, 5569471]"
635,"[1082185, 899624, 1133018, 1106523, 951590]"
636,"[995242, 1029743, 1133018, 1106523, 1096036]"
637,"[979707, 883404, 1133018, 1106523, 833025]"
638,"[1082185, 6534178, 1029743, 923746, 849843]"
639,"[1029743, 923746, 951590, 1096036, 999971]"
640,"[6534178, 883404, 1106523, 1133018, 849843]"
641,"[862349, 1058997, 1070820, 860776, 5978656]"
642,"[1082185, 1058997, 849843, 951590, 995785]"
643,"[1082185, 1029743, 995242, 883404, 820165]"
644,"[1082185, 995242, 979707, 862349, 1022003]"
645,"[1082185, 995242, 1133018, 833025, 1092026]"
646,"[1029743, 6534178, 995242, 883404, 962229]"
647,"[6534178, 1029743, 8090537, 8090521, 951590]"
648,"[1082185, 995785, 903325, 1026118, 1119051]"
649,"[1029743, 995242, 1106523, 849843, 951590]"
650,"[1082185, 1029743, 6534178, 995242, 883404]"
651,"[1082185, 883404, 1133018, 1106523, 845208]"
652,"[995242, 883404, 1022003, 1065593, 1055863]"
653,"[6534178, 995242, 951590, 5569230, 1056509]"
654,"[1082185, 995242, 883404, 1056509, 1065593]"
655,"[1082185, 6534178, 995242, 6533765, 5569230]"
656,"[1082185, 923746, 1106523, 951590, 5569230]"
657,"[1082185, 6534178, 1029743, 995242, 940947]"
658,"[1029743, 995242, 883404, 849843, 1068719]"
659,"[8090521, 1133018, 844179, 12810393, 908318]"
660,"[6534178, 981760, 1058997, 1126899, 868764]"
661,"[995242, 899624, 5569230, 903325, 856772]"
662,"[1029743, 995242, 8090537, 883404, 908531]"
663,"[1082185, 8090537, 8090521, 908531, 999971]"
664,"[1082185, 1133018, 1106523, 1022003, 951590]"
665,"[1022003, 951590, 5585510, 860776, 1033615]"
666,"[883404, 857849, 1133018, 1106523, 914190]"
667,"[995242, 849843, 1133018, 923746, 1022254]"
668,"[995242, 862349, 1058997, 923746, 1022254]"
669,"[1082185, 1058997, 981760, 1126899, 840361]"
670,"[1082185, 6534178, 1029743, 995242, 8090521]"
671,"[6534178, 1029743, 995242, 951590, 1038217]"
672,"[995242, 995785, 981760, 862349, 961554]"
673,"[1082185, 883404, 1106523, 849843, 951590]"
674,"[1029743, 883404, 995785, 878996, 826249]"
675,"[6534178, 981760, 1133018, 1096036, 6533765]"
676,"[883404, 1106523, 951590, 826249, 1070015]"
677,"[995242, 5568378, 995785, 860776, 1041259]"
678,"[6534178, 995242, 923746, 1133018, 6533765]"
679,"[1082185, 995242, 8090521, 951590, 5569230]"
680,"[995242, 995785, 981760, 840361, 860776]"
681,"[1082185, 995242, 951590, 6534166, 5568378]"
682,"[6534178, 1029743, 995242, 849843, 1133018]"
683,"[1082185, 6534178, 1029743, 995242, 883404]"
684,"[6534178, 995242, 849843, 1133018, 1106523]"
685,"[951590, 938700, 953476, 962568, 961554]"
686,"[1082185, 8090537, 1132770, 845208, 981760]"
687,"[1029743, 8090537, 1133018, 1106523, 951590]"
688,"[1082185, 940947, 849843, 923746, 951590]"
689,"[1082185, 6534178, 1029743, 995242, 883404]"
690,"[1082185, 6534178, 1029743, 923746, 981760]"
691,"[1082185, 1070820, 927191, 981760, 1096036]"
692,"[1082185, 6534178, 862349, 840361, 824005]"
693,"[1029743, 862349, 951590, 1070820, 962229]"
694,"[1029743, 995242, 8090537, 883404, 826249]"
695,"[6534178, 1029743, 995785, 981760, 1039156]"
696,"[1082185, 6534178, 923746, 1058997, 908531]"
697,"[1082185, 6534178, 923746, 1070820, 824005]"
698,"[8090537, 883404, 1133018, 1106523, 1058997]"
699,"[6534178, 995242, 899624, 951590, 923746]"
700,"[1082185, 1029743, 883404, 1106523, 923746]"
701,"[995242, 1133018, 1106523, 981760, 951590]"
702,"[1082185, 6534178, 1029743, 995242, 8090537]"
703,"[995242, 6534178, 1058997, 940947, 981760]"
704,"[6533765, 1038217, 1053690, 994928, 826249]"
705,"[1029743, 995242, 862349, 1133018, 1106523]"
706,"[6534178, 995242, 1029743, 923746, 5569230]"
707,"[6534178, 1029743, 6533889, 923746, 824005]"
708,"[1082185, 1029743, 995242, 995785, 981760]"
709,"[908531, 1092026, 1075368, 1120741, 961554]"
710,"[6534178, 1106523, 1132770, 981760, 8090521]"
711,"[1029743, 995242, 1092026, 1026118, 1124729]"
712,"[1082185, 995785, 981760, 951590, 5978656]"
713,"[1029743, 849843, 962229, 5569230, 5569471]"
714,"[1082185, 8090537, 5569230, 883404, 5568378]"
715,"[1082185, 995242, 981760, 1133018, 1033615]"
716,"[1082185, 1058997, 826249, 5978656, 1126899]"
717,"[6534178, 940947, 883404, 1106523, 826249]"
718,"[6534178, 995242, 1029743, 883404, 6534166]"
719,"[1082185, 1106523, 1133018, 849843, 953476]"
720,"[913210, 1022254, 981760, 840361, 909714]"
721,"[1082185, 6534178, 1058997, 862349, 6534166]"
722,"[1082185, 6533889, 995785, 1133018, 1106523]"
723,"[1082185, 862349, 860776, 878996, 1070820]"
724,"[1082185, 1058997, 6534166, 1126899, 1022254]"
725,"[883404, 1133018, 1106523, 1058997, 1038217]"
726,"[995242, 1058997, 994928, 995785, 961554]"
727,"[923746, 1133018, 1106523, 845208, 1056509]"
728,"[6534178, 1029743, 995242, 923746, 999971]"
729,"[1082185, 6534178, 1029743, 995242, 883404]"
730,"[1082185, 1058997, 849843, 1126899, 1053690]"
731,"[6534178, 995242, 1029743, 1058997, 962229]"
732,"[862349, 923746, 1058997, 1070820, 5569471]"
733,"[1029743, 995242, 907014, 1106523, 923746]"
734,"[1029743, 995242, 1106523, 6534166, 6533889]"
735,"[883404, 1106523, 951590, 981760, 1092026]"
736,"[1082185, 1029743, 951590, 962568, 845208]"
737,"[1082185, 970030, 1058997, 840361, 1028816]"
738,"[883404, 923746, 1106523, 5569230, 1092026]"
739,"[1082185, 6534178, 833025, 995785, 5592931]"
740,"[995242, 995785, 1022254, 1051516, 6034857]"
741,"[995242, 840361, 857849, 845208, 927191]"
742,"[883404, 1133018, 1106523, 882441, 5592931]"
743,"[883404, 923746, 1106523, 1070820, 6533765]"
744,"[1082185, 6534178, 862349, 840361, 1058997]"
745,"[1082185, 1026118, 860776, 6034857, 854852]"
746,"[6534178, 923746, 1133018, 1106523, 1022254]"
747,"[8090537, 883404, 1058997, 5569230, 908531]"
748,"[883404, 1133018, 8090521, 1106523, 962229]"
749,"[1082185, 1029743, 995242, 883404, 1058997]"
750,"[883404, 1133018, 965766, 840361, 908531]"
751,"[995242, 883404, 1096036, 965766, 1120741]"
752,"[1082185, 6534178, 1133018, 961554, 826249]"
753,"[1082185, 995242, 1029743, 862349, 981760]"
754,"[1082185, 1058997, 995785, 1126899, 860776]"
755,"[6534178, 862349, 1058997, 5978656, 860776]"
756,"[1082185, 1029743, 995242, 883404, 908531]"
757,"[883404, 1133018, 962229, 5569471, 826249]"
758,"[1082185, 6534178, 1029743, 995242, 1106523]"
759,"[1082185, 962568, 820165, 1028816, 860776]"
760,"[1082185, 995242, 1133018, 1106523, 914190]"
761,"[1082185, 6534178, 1029743, 995242, 1133018]"
762,"[6534178, 862349, 1070820, 1005186, 1095275]"
763,"[1082185, 1029743, 8090537, 962229, 908531]"
764,"[1082185, 6534178, 995242, 1029743, 923746]"
765,"[6534178, 1106523, 962568, 845208, 914190]"
766,"[995785, 862349, 903325, 860776, 1051516]"
767,"[1082185, 995242, 862349, 1070820, 840361]"
768,"[6534178, 995242, 1029743, 1096036, 962229]"
769,"[1082185, 1029743, 1058997, 1106523, 953476]"
770,"[1082185, 1029743, 5569230, 962229, 908531]"
771,"[840361, 1133018, 940947, 953476, 834484]"
772,"[1082185, 6534178, 1029743, 995242, 883404]"
773,"[1082185, 1058997, 995785, 824005, 909714]"
774,"[1082185, 1029743, 1013321, 962229, 840361]"
775,"[883404, 1106523, 1038217, 1065593, 994928]"
776,"[1029743, 883404, 951590, 995785, 1101010]"
777,"[1029743, 923746, 962568, 1070820, 961554]"
778,"[6534178, 8090537, 883404, 896369, 1133018]"
779,"[5569230, 976199, 1106523, 903325, 834484]"
780,"[1106523, 1133018, 1026118, 834484, 1037863]"
781,"[1082185, 995242, 923746, 1022254, 860776]"
782,"[6534178, 8090537, 1106523, 8090521, 5568378]"
783,"[1029743, 1106523, 1058997, 962229, 890610]"
784,"[1082185, 6534178, 5569230, 908531, 5569471]"
785,"[1082185, 6534178, 1058997, 862349, 1126899]"
786,"[1082185, 5569230, 981760, 1133018, 1096036]"
787,"[1082185, 862349, 5569230, 909714, 961554]"
788,"[6534178, 1029743, 8090537, 5569230, 6533765]"
789,"[1082185, 995242, 883404, 1133018, 981760]"
790,"[6534178, 1029743, 951590, 5569230, 1028816]"
791,"[1003188, 896369, 1133018, 1106523, 840361]"
792,"[995242, 976199, 849843, 5568378, 908531]"
793,"[6534178, 1029743, 995242, 1133018, 1106523]"
794,"[995242, 8090537, 1058997, 951590, 1038217]"
795,"[1029743, 951590, 1033615, 1044078, 844165]"
796,"[1082185, 862349, 1058997, 923746, 1022254]"
797,"[1082185, 1029743, 1058997, 951590, 5569471]"
798,"[1058997, 908531, 1126899, 994928, 1005186]"
799,"[1082185, 6534178, 990797, 1058997, 849843]"
800,"[995242, 1029743, 8090537, 5569230, 981760]"
801,"[1029743, 951590, 845208, 908531, 981760]"
802,"[1082185, 8090537, 1106523, 908531, 1005186]"
803,"[1082185, 1133018, 995785, 1106523, 840361]"
804,"[1029743, 995242, 883404, 8090521, 1092026]"
805,"[899624, 995242, 1029743, 923746, 868764]"
806,"[1082185, 6534178, 1029743, 903325, 849843]"
807,"[6534178, 1029743, 995242, 908531, 5978656]"
808,"[6534178, 1029743, 849843, 834484, 844165]"
809,"[862349, 1058997, 1070820, 908531, 1096036]"
810,"[1082185, 970030, 1133018, 1028816, 860776]"
811,"[1029743, 995242, 849843, 953476, 5568378]"
812,"[1029743, 995242, 923746, 5978656, 870547]"
813,"[874972, 1133018, 995785, 903325, 6034857]"
814,"[883404, 8090521, 5568378, 6533765, 6034857]"
815,"[1029743, 995242, 8090537, 883404, 8090521]"
816,"[1082185, 1029743, 995242, 862349, 883404]"
817,"[1082185, 923746, 981760, 1106523, 961554]"
818,"[1029743, 6534178, 849843, 923746, 1058997]"
819,"[1082185, 1029743, 923746, 1038217, 1005186]"
820,"[1106523, 849843, 8090521, 5569230, 5978656]"
821,"[1082185, 6534178, 1029743, 995242, 883404]"
822,"[995242, 8090537, 940947, 1132770, 981760]"
823,"[6534178, 1106523, 1132770, 883932, 882441]"
824,"[923746, 1106523, 962229, 845208, 1022254]"
825,"[1082185, 6533889, 1058997, 1028816, 860776]"
826,"[1082185, 6534178, 1029743, 995242, 1106523]"
827,"[1133018, 5569230, 820165, 5978656, 826249]"
828,"[6534178, 862349, 1058997, 951590, 962229]"
829,"[1082185, 995242, 951590, 1132771, 1101010]"
830,"[1082185, 883404, 862349, 1106523, 1133018]"
831,"[995242, 951590, 5569230, 981760, 970030]"
832,"[1029743, 1133018, 1106523, 5569230, 981760]"
833,"[899624, 1133018, 1106523, 1022003, 962229]"
834,"[1082185, 6534178, 862349, 951590, 1070820]"
835,"[1082185, 6534178, 1029743, 995242, 896369]"
836,"[1058997, 923746, 951590, 962229, 927191]"
837,"[1082185, 1133018, 903325, 1126899, 5978656]"
838,"[6534178, 1106523, 1133018, 833025, 6533765]"
839,"[1029743, 5568378, 1071939, 1102959, 5569845]"
840,"[1082185, 1029743, 951590, 1013321, 981760]"
841,"[6534178, 883404, 1133018, 1106523, 908531]"
842,"[1029743, 6534178, 995242, 6533765, 908531]"
843,"[1029743, 883404, 1106523, 962229, 1092026]"
844,"[1082185, 995242, 840361, 862349, 1028816]"
845,"[1082185, 8090537, 951590, 6533889, 1058997]"
846,"[995242, 862349, 1133018, 8090521, 951590]"
847,"[1082185, 995242, 6534178, 840361, 868764]"
848,"[1022003, 1070820, 1038217, 878996, 1044078]"
849,"[1082185, 979707, 923746, 1058997, 840361]"
850,"[995242, 1133018, 923746, 849843, 981760]"
851,"[1082185, 1029743, 6534178, 995242, 953476]"
852,"[1082185, 862349, 1106523, 1058997, 1070820]"
853,"[6534178, 962568, 970030, 1058997, 834484]"
854,"[899624, 882441, 860776, 1053690, 834484]"
855,"[1082185, 1029743, 5569230, 1005186, 986912]"
856,"[1082185, 6534178, 995242, 995785, 990797]"
857,"[995242, 8090537, 862349, 951590, 8090521]"
858,"[862349, 951590, 1070820, 1092026, 976998]"
859,"[6534178, 995242, 951590, 5569230, 961554]"
860,"[1029743, 995242, 965766, 868764, 5978656]"
861,"[899624, 1106523, 995785, 5585510, 1037863]"
862,"[1029743, 979707, 849843, 953476, 1065593]"
863,"[6534178, 1029743, 995242, 1070820, 927191]"
864,"[1029743, 8090537, 8090521, 981760, 883404]"
865,"[6534178, 899624, 951590, 1106523, 962229]"
866,"[6534178, 8090537, 1133018, 1106523, 962229]"
867,"[6534178, 5569230, 1133018, 1106523, 5978656]"
868,"[6534178, 995242, 8090521, 951590, 5569230]"
869,"[923746, 1133018, 995785, 5592931, 981760]"
870,"[995242, 951590, 953476, 1075368, 5978656]"
871,"[1082185, 1029743, 995242, 979707, 5569230]"
872,"[1082185, 1106523, 951590, 1071939, 1026118]"
873,"[1029743, 6534178, 995242, 981760, 1134522]"
874,"[1082185, 6534178, 1029743, 995242, 1106523]"
875,"[1082185, 923746, 1058997, 845208, 908531]"
876,"[6534178, 1058997, 849843, 840361, 834484]"
877,"[1082185, 1058997, 981760, 1022254, 6533889]"
878,"[8090537, 951590, 1133018, 6533765, 1106523]"
879,"[6534178, 1058997, 995785, 903325, 5978656]"
880,"[1082185, 951590, 995785, 961554, 866211]"
881,"[995242, 1029743, 883404, 938700, 849843]"
882,"[6534178, 995242, 1029743, 951590, 8090521]"
883,"[1082185, 995242, 995785, 6533889, 6534166]"
884,"[923746, 1106523, 1132770, 5568378, 1092026]"
885,"[6534178, 923746, 1106523, 951590, 833025]"
886,"[6534178, 923746, 862349, 1070820, 1058997]"
887,"[1133018, 951590, 981760, 5585510, 860776]"
888,"[1082185, 1029743, 840361, 951590, 1003188]"
889,"[1082185, 6534178, 1070820, 1056509, 1039156]"
890,"[1082185, 1029743, 883404, 857849, 5569230]"
891,"[1106523, 1133018, 8090537, 995785, 860776]"
892,"[995242, 923746, 1106523, 1132771, 5978656]"
893,"[1133018, 1106523, 962229, 953476, 976998]"
894,"[1082185, 845208, 860776, 834484, 6034857]"
895,"[1082185, 6534178, 6533889, 6534166, 862349]"
896,"[883404, 849843, 1058997, 913210, 908531]"
897,"[883404, 862349, 1058997, 1070820, 1126899]"
898,"[6534178, 1029743, 834484, 1028816, 824005]"
899,"[1029743, 857849, 874972, 1106523, 951590]"
900,"[6534178, 923746, 5569230, 1133018, 1068719]"
901,"[899624, 883404, 923746, 1133018, 962229]"
902,"[1082185, 6534178, 1029743, 995242, 883404]"
903,"[1082185, 862349, 1058997, 1070820, 1126899]"
904,"[1082185, 6534178, 979707, 923746, 1106523]"
905,"[6534178, 1058997, 1126899, 1041259, 909714]"
906,"[1082185, 6534178, 6533889, 981760, 1058997]"
907,"[1082185, 995242, 849843, 981760, 862349]"
908,"[6534178, 1029743, 862349, 1106523, 1070820]"
909,"[1082185, 6534178, 995242, 1029743, 849843]"
910,"[6534178, 995242, 940947, 883404, 1058997]"
911,"[1082185, 903325, 834484, 820165, 860776]"
912,"[1029743, 8090521, 951590, 909714, 834484]"
913,"[1029743, 883404, 1070820, 5569230, 866211]"
914,"[1029743, 979707, 981760, 938700, 845208]"
915,"[1082185, 1133018, 1132770, 923746, 845208]"
916,"[6534178, 1058997, 962229, 5569471, 1126899]"
917,"[1082185, 883404, 1106523, 849843, 1053690]"
918,"[1133018, 849843, 999971, 1065593, 1033615]"
919,"[1029743, 1106523, 908531, 882441, 5978656]"
920,"[6534178, 981760, 1133018, 1106523, 1092026]"
921,"[1082185, 1029743, 6534178, 995242, 883404]"
922,"[1082185, 6534178, 1058997, 834484, 1028816]"
923,"[1082185, 6534178, 1029743, 995242, 1106523]"
924,"[1029743, 995242, 8090537, 951590, 833025]"
925,"[1082185, 862349, 849843, 1126899, 6034857]"
926,"[6534178, 995785, 981760, 903325, 1058997]"
927,"[1082185, 1058997, 981760, 1126899, 961554]"
928,"[1082185, 6534178, 1029743, 923746, 908531]"
929,"[6534178, 995242, 862349, 883404, 1070820]"
930,"[1029743, 962568, 995785, 981760, 883932]"
931,"[1029743, 995242, 1058997, 951590, 833025]"
932,"[1082185, 8090537, 1106523, 908531, 6034857]"
933,"[6534178, 8090537, 883404, 1133018, 1106523]"
934,"[1082185, 995242, 1133018, 1106523, 961554]"
935,"[1082185, 6534178, 1132771, 1126899, 860776]"
936,"[1082185, 1029743, 995242, 962229, 1106523]"
937,"[1055646, 1058997, 981760, 1126899, 6034857]"
938,"[990797, 940947, 1058997, 1022003, 951590]"
939,"[1082185, 951590, 1133018, 1092026, 1106523]"
940,"[953476, 5568378, 1096036, 882441, 976998]"
941,"[6534178, 862349, 961554, 5568378, 1005186]"
942,"[1029743, 995242, 927191, 908531, 1033615]"
943,"[1133018, 1106523, 6534166, 5569230, 6533765]"
944,"[6534178, 1106523, 951590, 1101010, 1132771]"
945,"[1082185, 1029743, 849843, 951590, 981760]"
946,"[1082185, 923746, 1133018, 1106523, 849843]"
947,"[995242, 1133018, 981760, 1101010, 5978656]"
948,"[1082185, 857849, 1106523, 1022254, 883932]"
949,"[6534178, 1029743, 8090521, 951590, 5568378]"
950,"[1106523, 951590, 953476, 5568378, 981760]"
951,"[1029743, 6534178, 940947, 962229, 5569230]"
952,"[1029743, 1003188, 883404, 862349, 8090521]"
953,"[1082185, 1029743, 849843, 981760, 6034857]"
954,"[1082185, 1029743, 6534178, 995242, 883404]"
955,"[6534178, 857849, 951590, 6533765, 1106523]"
956,"[923746, 6534166, 1070820, 940947, 849843]"
957,"[1133018, 6534166, 6533765, 5592931, 1068719]"
958,"[1082185, 6534178, 1029743, 995242, 913210]"
959,"[6534178, 1003188, 862349, 1106523, 1133018]"
960,"[862349, 1058997, 1070820, 995785, 1126899]"
961,"[1082185, 995242, 862349, 1070820, 5569471]"
962,"[995242, 940947, 981760, 6034857, 860776]"
963,"[6534178, 883404, 995785, 840361, 860776]"
964,"[8090537, 883404, 1106523, 8090521, 840361]"
965,"[8090537, 883404, 862349, 8090521, 882441]"
966,"[1082185, 1029743, 6534178, 995242, 1106523]"
967,"[883404, 1133018, 1056509, 1038217, 5585510]"
968,"[1082185, 1029743, 995785, 883404, 908531]"
969,"[1082185, 1029743, 871756, 883404, 5569230]"
970,"[1082185, 6534178, 940947, 896369, 5568378]"
971,"[1082185, 995242, 862349, 1133018, 981760]"
972,"[6534178, 923746, 862349, 962229, 6533765]"
973,"[1082185, 6534178, 995785, 878996, 1050229]"
974,"[1082185, 883404, 1106523, 5569230, 5585510]"
975,"[1082185, 5569327, 6533889, 5569471, 916122]"
976,"[1082185, 1029743, 981760, 5569230, 1058997]"
977,"[995242, 862349, 1058997, 1070820, 844179]"
978,"[1082185, 1106523, 951590, 862349, 995785]"
979,"[1082185, 6534178, 1029743, 995242, 5978656]"
980,"[6534178, 923746, 1106523, 845208, 6533765]"
981,"[1082185, 995242, 940947, 951590, 849843]"
982,"[6534178, 1029743, 951590, 5569230, 1106523]"
983,"[995242, 1029743, 8090521, 5569230, 883404]"
984,"[1082185, 995242, 1133018, 1106523, 1058997]"
985,"[1029743, 6534178, 995242, 1058997, 962568]"
986,"[995242, 1029743, 883404, 8090521, 849843]"
987,"[1070820, 5569471, 1075368, 824005, 1126899]"
988,"[6534178, 862349, 953476, 1070820, 833025]"
989,"[1029743, 6534178, 995242, 1106523, 833025]"
990,"[1082185, 6534178, 1029743, 995242, 1133018]"
991,"[6534166, 1028816, 5978656, 1026118, 1005186]"
992,"[896369, 6533765, 1028816, 913210, 909714]"
993,"[1082185, 995242, 951590, 860776, 1101010]"
994,"[995242, 1029743, 1106523, 849843, 8090521]"
995,"[1029743, 951590, 908531, 6034857, 1101010]"
996,"[883404, 923746, 1133018, 981760, 890610]"
997,"[6534178, 849843, 8090521, 953476, 1070820]"
998,"[1082185, 6534178, 8090537, 883404, 8090521]"
999,"[1029743, 8090537, 883404, 849843, 5569230]"
1000,"[1082185, 995242, 1003188, 1133018, 1005186]"
1001,"[1082185, 995242, 1095275, 5978656, 849843]"
1002,"[1082185, 995242, 849843, 840361, 5569471]"
1003,"[995242, 862349, 1133018, 1070820, 5569230]"
1004,"[6534178, 995242, 1029743, 981760, 849843]"
1005,"[995242, 1013321, 979707, 8090537, 883404]"
1006,"[1082185, 6534178, 1029743, 5569230, 5569471]"
